maternalBloodCotinineNgMl,maternalBloodCotininNgMl,98
feIiiUmolG,feIiUmolG,95
brafGeneAnalysisPerformed,krasGeneAnalysisPerformed,92
genotypeVariaton,genotypeVariatoin,97
genotypeVariaton,genotypeVaration,94
genotypeVariaton,genotypeVariatation,91
genotypeVariaton,genotypeVaritaion,91
genotypeVariaton,genotyeVariation,94
genotypeVariaton,genotypeVariarion,91
genotypeVariaton,gentypeVariation,94
genotypeVariaton,genotypVariation,94
genotypeVariaton,gentotypeVariation,94
genotypeVariaton,genotypeVairation,91
genotypeVariaton,genoptypeVariation,94
genotypeVariaton,genotypeVariaion,94
genotypeVariaton,genotypeVariataion,94
lifeCyleStage,lifecycleStage,96
diseasestage,diseasesta,91
irritBowelSyndrome,irritBowelSyndromeAge,92
glycReplacedByCDVAndA,glycReplacedByCDVA,92
plasGCsf,plasGmCsf,94
phaseInPhbProductionCycle,phaseInPhaProductionCycle,96
brafMutationStatus,brafMutationalStatus,95
brafMutationStatus,rasMutationStatus,91
transduecedWith,tranducedWith,93
clinicaltreatment,clinincaltreatment,97
estrogenreceptorstatus,estrogenReceptorErStatus,96
bloodGroupKellKp,bloodGroupKellKk,94
polysomalFraction,polysomeFraction,91
maternalRil,paternalRil,91
bioavailablePbConcentration,bioavailableZnConcentration,93
bioavailablePbConcentration,bioavailableCdConcentration,93
diseaselocati,diseaselocation,93
qrtPcrEregDct,qrtPcrAregDct,92
molecuteSubtype,molecueSubtype,97
grnaTarget,grnaTargets,95
sampeType,sampletype,95
damipAntibodyVendor,ipAntibodyVendor,91
uncIdentifier,unpIdentifier,92
tcgaClassification,tcClassification,94
doxTreatment,dexTreatment,92
hqAlignedReadsPicard,alignedReadsPicard,95
vioscreenRgrain,vioscreenTgrain,93
sampleDiscription,sampleDescrption,91
sampleDiscription,sampledescription,94
menopausalStatusPremenopauseRace,menopausalStatusPremenopausalRace,95
arabidopsisThalianaLandsbergErectaMutantHastyAge,arabidopsisThalianaLandsbergErectaMutantLerAge,91
prIhc,prihc,100
strainBackgroun,strainBackgroud,93
strainBackgroun,strainBackround,93
strainBackgroun,strainBackgroudn,97
ipAntibody,coIpAntibody,91
ipAntibody,fripAntibody,91
ipAntibody,chipantibody,91
crowthCondition,growthcondition,93
theilerStage,thelierStage,92
dissOrgCarb,dissInorgCarb,92
dissOrgCarb,dissOrgCarbM,96
dissOrgCarb,dissOrgCarbUm,92
tbInfectionStatus,ebvInfectionStatus,91
vioscreenGlac,vioscreenGltc,92
clinialHistory,clinicalhistory,97
hoursPostInfectionHpi,hoursPostinfectionHpi,100
conducMilliseimenpercentimeter,conductivityMilliseimenpercentimeter,91
krasMutation,kRasMutation,100
devStage,devstage,100
devStage,devtStage,94
devStage,devStag,93
subtypeihc,subtypeIhc,100
hybdate,hybDate,100
biolgicalReplicate,biologicalEplicate,94
biolgicalReplicate,biologicalreplicate,97
previousDiagnosisOfTb,previousdiagnosisoftb,100
tRfsMonths,rfsMonths,95
experimentid,exeprimentId,92
nrasMutationStatus,krasMutationStatus,94
nrasMutationStatus,rasMutationStatus,97
vioscreenDiscfatSol,vioscreenDiscfatOil,95
initialtimepopint,initialtimePoint,97
initialtimepopint,initialtimepoint,97
initialtimepopint,intiialTimePoint,91
mgrastId,mgRastId,100
tissus,tissu,91
chorionicity,chronicity,91
erStatusIhc,prStatusIhc,91
erStatusIhc,erStatusByIhc,92
ageyear,ageyears,93
passagenumber,passsageNumber,96
ltTreatmentTime,treatmenttime,93
egfrIhcStatus,erIhcStatus,92
initialtimepoi,initialtimePoint,93
initialtimepoi,initialtimepoint,93
pbifwMeasuresOfRecalledPaternalWarmthBasedOnAQuestionnaireCalledTheParentalBondingInventory,pbimwMeasuresOfRecalledMaternalWarmthBasedOnAQuestionnaireCalledTheParentalBondingInventory,98
hcvCoinfection,hbvCoinfection,93
hcvCoinfection,hcvInfection,92
lymphnodestatus,lymphNodeLnStatus,94
arabidopsisThalianaColumbiaHarvestDate,arabidopsisThalianaColumbiaYesHarvestDate,96
tdsPm,tdsPpm,91
nitrateMolL,nitriteMolL,91
sampleUid,sampleid,94
colletionDate,collectiondate,96
colletionDate,colectionDate,92
vioscreenSatoco,vioscreenNatoco,93
cervicalImmuneCellSubsetsNumberofmonocytesExpMr,cervicalImmuneCellSubsetsNumberofmonocytesExpDcsign,92
cervicalImmuneCellSubsetsNumberofmonocytesExpMr,cervicalImmuneCellSubsetsNumberofmdcexpMr,91
cervicalImmuneCellSubsetsNumberofmonocytesExpMr,cervicalImmuneCellSubsetsNumberofmonocytes,94
daypostinoculation,dayspostinoculation,97
vioscreenMfatot,vioscreenSfatot,93
vioscreenMfatot,vioscreenPfatot,93
ndsTreatment,dmsTreatment,92
vhlStatus,vhStatus,94
linkerPrimersequence,linkerprimersequence,100
osBin,osbin,100
sitype,sTYpe,91
vioscreenGNwhl,vioscreenGWhl,96
dnaIsolatedFromBloodOfAPatientWithCongenitalHeartDiseaseVentricularSeptalDefectGender,dnaIsolatedFromBloodOfAPatientWithCongenitalHeartDiseaseAtrialSeptalDefectGender,95
ovsMonths,osMonths,94
dnaIsolatedFromBloodOfAPatientWithCongenitalHeartDiseaseTricuspidAtresiaGender,dnaIsolatedFromBloodOfAPatientWithCongenitalHeartDiseaseAorticStenosisGender,91
dissOrgPhosph,dissInorgPhosph,93
sBioanalyzerRin,bioanalyzerRin,97
arrayexpressGenotype,arrayexpressPhenotype,93
envBiome,envoBiome,94
organismpart,organismpa,91
organismpart,organsimPart,92
organismpart,organsimpart,92
organismpart,oganismpart,96
treatmentgroup,treatmentGroupd,97
treatmentgroup,treatementGroup,97
rastId,ratid,91
balGmCsf,balGCsf,93
diseaseFreeSurvivalDfs,diseaseFreeSurvivalTimeDfs,92
brafGenotype,brcaGenotype,92
envirnomentalSample,enviromentalSample,97
envirnomentalSample,evironmentalSample,92
envirnomentalSample,envirionmentalSample,92
envirnomentalSample,environnmentalSample,92
envirnomentalSample,enviironmentalSample,92
envirnomentalSample,envirnonmentalSample,97
envirnomentalSample,envionmentalSample,92
progesteronereceptorstatus,progesteronReceptorStatus,98
hbsag,hbsAg,100
hcvInfectionSusceptibility,mdvInfectionSusceptibility,92
ebvStatus,ebvStaus,94
braakStages,braakStage,95
backgroudStrain,backgroundSrain,93
tumorgrading,tumourgrading,96
envFeature,nvFeature,95
envFeature,envoFeature,95
ffpeBlockStorageDurationYrs,ffpeBlockStorageDurationTimeYrs,93
ffqRedVegDailyServes,ffqVegDailyServes,92
iggSerumAntibodiesTargettingSpecifiedEpitopesOfChlamydiaTrachomatis,igaSerumAntibodiesTargettingSpecifiedEpitopesOfChlamydiaTrachomatis,99
indivisualId,individualid,92
soilCdMgPerKg,soilCrMgPerKg,92
vioscreenAddSug,vioscreenAddsugar,94
biopsysite,bipsySite,95
ageAtDiagnosisyrs,ageAtDiagonosisYears,92
dissOrgNitro,dissOrgNitroUm,92
ajccStage,ajccMStage,95
totalCp,totalCpe,93
pfgePrimaryEnzymePattern,pfgePrimaryenzymePattern,100
microbialBiomassNMeth,microbialBiomassMeth,98
cordBloodCotininNgMl,cordBloodCotinineNgMl,98
inflamBowelDiseaseAge,inflamBowelDisease,92
plasEgf,plasVegf,93
extracapsularspreading,extracapsularspread,93
sentrixbarcode,sentrixBarcode,100
tdtomatoLabeling,tdtomatoLabelling,97
laboratoryPrcoedurePlateletResultLowerLimitOfNormalValue,laboratoryPrcoedurePlateletResultUpperLimitOfNormalValue,95
traetedWith,treaetdWith,91
uiccStage,uiccstage,100
geneticmodification,geneticmodifications,97
geneticmodification,geneticmodificati,94
tumoreStage,tumorstage,95
familiyId,familyid,94
barcodeCgt,barcodeAcgt,95
barcodeCgt,barcodeCtgt,95
gowthConditions,growthcondition,93
sampleannotationTimepoint,sampleannotationTimePoint,100
preservationty,preservationtype,93
uniqueIdenitifier,uniqueidentifier,97
bioprojectaccession,projectaccession,91
bioprojectaccession,bioprojecAccession,97
mscTreatment,dmsTreatment,92
icuDay,icudays,92
swAtlBarcode,nwAtlBarcode,92
rnaConcentrationUgUl,rnaConcentrationNgpul,93
rnaConcentrationUgUl,rnaConcentrationNgUl,95
fgeSecondaryenzymePattern,pfgeSecondaryenzymePattern,98
iclipAntibodyVendor,ipAntibodyVendor,91
hdhGenotype,hdGenotype,95
develpomentalStage,devlopmentalstage,91
develpomentalStage,develpomentalstage,100
develpomentalStage,developmentaStage,91
develpomentalStage,deveopmentalStage,91
develpomentalStage,develpmetalStage,94
develpomentalStage,develepmentalStage,94
develpomentalStage,developementalStage,92
develpomentalStage,develolpmentalStage,92
smokingpackYears,smokingpackyears,100
smokingpackYears,smokingPackyears,100
biosourceprovider,biosourceOrovider,94
genoytpe,genotpe,93
genoytpe,genoype,93
vioscreenFCitmlb,vioscreenFNjCitmlb,94
developemntalStage,developementStage,91
developemntalStage,devlopmentalstage,91
developemntalStage,developmentaStage,91
developemntalStage,deveopmentalStage,91
developemntalStage,developemetalStage,94
developemntalStage,developementalAge,91
developemntalStage,developementalStage,97
developemntalStage,develolpmentalStage,92
genoty,genotyp,92
phenoty,phenotyp,93
ericMBottos,ericBottos,95
refernece,referece,94
krasGenotype,hrasGenotype,92
gleason,tgleason,93
tissuerType,tisssueType,91
tissuerType,tissuetype,95
tissuerType,tissuetType,91
testresultEr,testresultPr,92
testresultEr,testresult,91
clinicalinformationResponse,clinicalinformationResponder,95
clinicalinformationResponse,clinicalinformationBestResponse,93
biosourcety,biosourcetype,92
timeFterActd,timeAfterActd,96
treamentTime,treatmenttime,96
treamentTime,treatementTime,92
ironIiMicromoleperkilogram,ironMicromoleperkilogram,96
chipAntbody,chipAnibody,91
chipAntbody,chipantibody,96
chipAntbody,chipAnitbody,96
chipAntbody,chipAntiboy,91
chipAntbody,chipAntibdy,91
rfsEvent,rfsevent,100
pwbTotal,pbTotal,93
strategeneReferenceLot,stratageneReferenceLot,95
strategeneReferenceLot,stratengeneReferenceLot,98
chlA,chla,100
xenotransplantationSite,xenotransplantationHost,91
totDissPhosp,totDissPhosph,96
totalPelvLnp,totalPelvLnr,92
prIhcStatus,erIhcStatus,91
environmentalhistory,environementalHistory,98
enrichedIsps,unenrichedIsps,92
annotationAnimalPfMfGf,annotationAnimalSfMfLf,91
texTreatment,dexTreatment,92
ostime,osTime,100
cnStage,cstage,92
cnStage,nstage,92
sampligTime,samplingtime,96
chromosomalaberrationclassification,chromosomalaberrationclassificati,97
sgrnaLibrary,grnaLibrary,96
treatmentBeforePanicleInititation,treatmentBeforePanicleInitiation,98
faoClassification,fabClassification,94
mpnaContent,ppnaContent,91
developmentalStageage,developementalStageAge,98
biGssrSampleLsid,biGssrSampleId,93
robynLMcarthur,robynLMcArthur,100
brafGeneGenotypingOutcomeLabResultsText,rasFamilyGeneGenotypingOutcomeLabResultsText,92
pseudoNitzschiaSp,pseudoNitzschiaSpp,97
geneticBacground,geneticbackground,97
geneticBacground,genetickBackground,94
geneticBacground,geneticBackround,94
cervicalImmuneCellSubsetsNumberofmdcExpDcsign,cervicalImmuneCellSubsetsNumberofmonocytesExpDcsign,92
cervicalImmuneCellSubsetsNumberofmdcExpDcsign,cervicalImmuneCellSubsetsNumberofmdcexpMr,91
cyclophosphamideAuc,cyclophosphamide,91
chaetocerosSp,chaetocerosSpp,96
vioscreenScf,vioscreenScfv,96
bodyhabitat,bodyHabita,95
gastroinstestDisord,gastrointestDisord,97
enaKeyword,enaKeywords,95
samplingsite,samplingsi,91
sampletitle,sampleTitile,96
sampletitle,sampleTital,91
sampletitle,eSampleTitlee,92
cellLline,celllLine,100
bpaExposure,pmaExposure,91
alPercentage,naPercentage,92
mycnStatus,mycStatus,95
responseToDecitabine,resonseToDecitabine,97
daysPostInoculationDpi,dayspostinoculation,93
amlFabClassification,fabClassification,92
developmentSatge,developementStage,91
developmentSatge,developmentstage,94
developmentSatge,developmentaStage,91
tisue,tisuue,91
crnacc,rnacc,91
tumourlocalisation,tumorlocalization,91
newDsscStockNumber,dsscStockNumber,91
restrictionenzyme,retrictionEnzyme,97
nitrateMicromoleperkilogram,nitriteMicromoleperkilogram,96
beadchipId,beadchipid,100
retinoicAcidTreatment,retionoicAcidTreatment,98
genotpye,genotpe,93
vioscreenHeiGrains,vioscreenHeiWhlGrains,92
cellsubtype,celllSubtype,96
pmiHrs,pmiHr,91
birthweightG,birthweight,96
dissolvedIronFeiiiEchem,dissolvedIronFeiiEchem,98
dnaPreparedFromIpInputAmplifiedNote,dnaPreparedFromMockIpInputAmplifiedNote,95
cimpStatus,cimpHLStatus,91
mskccHistology,sccHistology,92
lables,lable,91
adaxialWettability,abaxialWettability,94
clinicaltreatmentFirstRecurrenceTreatment,clinicaltreatmentThirdRecurrenceTreatment,93
timeToCgvhd,timeToAgvhd,91
igvhMutationStatus,vhMutationStatus,94
igvhMutationStatus,ighvMutationStatus,94
alnPosLightMicro,plnPosLightMicro,94
sampleLable,samplelabel,91
sulfateMicromoleperkilogram,sulfideMicromoleperkilogram,93
basudebaKar,drBasudebaKar,92
masSg,dmasSg,91
herbyge,erbyge,92
znPartsPerMillion,mnPartsPerMillion,94
soilBaMgPerKg,soilPbMgPerKg,92
soilBaMgPerKg,soilAlMgPerKg,92
soilBaMgPerKg,soilNaMgPerKg,92
pathgs,pathggs,92
egaDatasetId,egaDataSet,91
egaDatasetId,egaDataset,91
repicate,repicates,94
sffName,sffNames,93
cdBioavailable,crBioavailable,93
gentoype,genoype,93
treamentDuration,treatmentduration,97
platemid,plateid,93
chiipAntibodyManufacturer,chipAntibodyManufactuer,96
isollationSource,isolationSourcel,94
concentrationNg,concentrationNgUl,94
hbvInfection,hbvCoinfection,92
hbvInfection,hcvInfection,92
hbvInfection,ebvInfection,92
nkCells,nkcell,92
nkCells,NkCells,100
cervicalImmuneCellSubsetsNumberofmdc,cervicalImmuneCellSubsetsNumberofmdcexpMr,94
mosqattractmeasuretotal,mosqattractmeasuretoday,91
survivalTimemonths,survivaltimeMonths,100
survivalTimemonths,survivaltimeMonth,97
bloodGroupRh,bloodGroupRaph,92
strainorli,strainorline,91
clincialInformationAgeAtDiagnosis,clinicalinformationAgeAtDiagnosis,97
opticaldensity,opticalDensityOd,93
mCsf,mcsf,100
overallSurvivalOsMonths,overallsurvivalMonths,95
overallSurvivalOsMonths,overallSuvivalMonths,93
developmentalsta,devlopmentalstage,91
developmentalsta,developmentaStage,91
developmentalsta,deveopmentalStage,91
developmentalsta,developementalStage,91
developmentalsta,develolpmentalStage,91
daysOfDifferenation,daysOfDifferentation,97
daysPostSivInfectionDpi,daysPostInfectionDpi,93
dfsMonth,dfsMonths,94
libraryContructionProtocol,libraryConstractionProtocol,94
vioscreenVitdIu,vioscreenVitd,93
vioscreenVitdIu,vioscreenVitaIu,93
vioscreenVitdIu,vioscreenViteIu,93
pasage,paasage,92
bloodGroupOk,bloodGroupKx,92
cagRepeats,cagRepeat,95
fertilityStutus,fertilitystatus,93
equivalentWhoSimplifiedTrachomaGrade,equivalentWhoSimplifiedTrachomaScore,92
chipEnrichedDnaSrfAntibody,chipEnrichedDnaAntiSrfAntibody,93
kRasStatus,krasStatus,100
bamFileName,baiFileName,91
bmSampleDate,sampledate,91
annarborStage,annArborStage,100
balEgf,balVegf,92
lattitudeAndLogitude,latitudeAndLongtitude,93
ethnicgroup,ethnicGroupa,96
mothersecretorstatusEbfsubgroup,mothersecretorstatusAbfsubgroup,97
reaType,readtype,93
perineuralspreading,perineuralspread,91
issStage,inssStage,94
cellPhenotye,cellPhentype,92
overallSurvivalOs,overallsurvival,94
dissInorgCarbMgL,dissInorgCarbM,93
dissInorgCarbMgL,dissOrgCarbMgL,93
balcellsupGmCsf,balcellsupGCsf,97
barcodeAgct,barcodeAcgt,91
barcodeAgct,barcodeCact,91
barcodeAgct,barcodeAact,91
barcodeAgct,barcodeAtgt,91
catelogNumber,catologNumber,92
nugentScore,nugnetScore,91
soilMnMgPerKg,soilNiMgPerKg,92
soilMnMgPerKg,soilNaMgPerKg,92
mnetSeqAntibody,anetSeqAntibody,93
librrayProtocol,libraryprotocol,93
agvhdSeverity,cgvhdSeverity,92
jonathanDVanHamme,jonathanVanHamme,97
julianday,julianDay,100
parkinsonDiseaseAao,parkinsonDisease,91
pfsmMonth,pfsMonth,94
cervicalImmuneCellSubsetsPercentmrpositiveofmonocytes,cervicalImmuneCellSubsetsPercentmrpositiveofmdc,92
cervicalImmuneCellSubsetsPercentmrpositiveofmonocytes,cervicalImmuneCellSubsetsPercentdcsignpositiveofmonocytes,93
patrilinealOriginGeoLocName,matrilinealOriginGeoLocName,96
diseaseclass,diseasclass,96
steastosis,stestosis,95
tOc,toc,100
cutaneousNeurofibromas,subcutaneousNeurofibromas,94
daysOfEbDifferentiation,daysOfDifferentation,93
OrgCarb,orgCarb,100
dnaConc,dnaconc,100
libraryplateid,libraryplate,92
barcodeAtt,barcodeAtgt,95
spfpercent,sSpfPercent,95
differentiationgrade,differentationGrade,97
cellIne,celline,100
cellIne,celLine,100
arabidopsisThalianaColumbiaMutantDrnAge,arabidopsisThalianaColumbiaMutantNii,91
stainorline,strainorline,96
bcTumorStage,tumorstage,91
envMaterial,envoMaterial,96
nearBottomDissOxygenType,nearBottomDissOxygen,91
atheroscleroticPlaqueSizePretreatment,atheroscleroticPlaqueSizePostreatment,95
elisaTestForIggSerumAntibodiesTargettingChlamydiaTrachomatis,elisaTestForIgaSerumAntibodiesTargettingChlamydiaTrachomatis,98
polySelection,polyASelection,96
barcodeGggt,barcodeGgt,95
strainOfPaternalPronucleus,strainOfMaternalPronucleus,96
sampleannotationDateType,sampleannotationDate,91
meripAntibodyVendor,ipAntibodyVendor,91
totalAorLnp,totalAorLnr,91
egfrOverExpression,egfrOverexpression,100
samplId,sampleid,93
dcdTreatment,dacTreatment,92
dcdTreatment,cdTreatment,96
dcdTreatment,ddcTreatment,92
sentrixPosition,sentrixposition,100
atccRNumber,atccNumber,95
pstage,pnStage,92
sivStatus,sivstatus,100
ihcPrPercentage,ihcErPercentage,93
cellTye,cellty,92
trasfection,transcfection,92
trasfection,tranfection,91
subarrayId,subarrayid,100
otherNeuroProblemsAao,otherNeuroProblems,92
fefMaxPredicted,fifMaxPredicted,93
hybOrder,hyborder,100
phototype,phototypes,95
lnaBacteriopl,hnaBacteriopl,92
uniqId,uniqid,100
postMortemIntervalPmi,postmorteminterval,92
postMortemIntervalPmi,postmortemIntervalPmi,100
nontumorigenicSubline,tumorigenicSubline,92
exptlGroup,exptgroup,95
dnaIsolatedFromBloodOfAPatientWithCongenitalHeartDiseaseMithralStenosisGender,dnaIsolatedFromBloodOfAPatientWithCongenitalHeartDiseaseAorticStenosisGender,93
barcodeCct,barcodeCact,95
barcodeCct,barcodeCcct,95
alcoholabuse,alcoholuse,91
ffqEggDailyServes,ffqVegDailyServes,94
preTreatmentPsa,preTreatmentPsaGL,94
vioscreenVitc,vioscreenVitd,92
vioscreenVitc,vioscreenVitk,92
baselineRorS,baselineRorP,92
bioprojectid,eBioprojectIde,92
targetedcellty,targetedcelltype,93
osMonth,osMonths,93
atraExposure,raExposure,91
supernatanttotalexposureduration,supernatantexposureduration,92
tisueType,tissuetype,95
delevopmentalStage,devlopmentalstage,91
delevopmentalStage,deveopmentalStage,91
delevopmentalStage,delelopmentalStage,94
pfsAfterBevacizumabIrinotecanMonth,osAfterBevacizumabIrinotecanMonth,96
bloodGroupXg,bloodGroupKx,92
uniqueSmpleId,uniqueSampleid,96
OrgNitro,orgNitro,100
physicalcharacteristics,physicalcharacteristi,95
sedimentOrgCarb,sedimentTotOrgCarb,91
uniqIdentifier,uniqueidentifier,93
prStatusByIhc,prStatusIhc,92
prStatusByIhc,erStatusByIhc,92
growthCondtiion,growthcondition,93
inifitaltimepoint,initialtimePoint,91
inifitaltimepoint,initialtimepoint,91
inifitaltimepoint,intiialTimePoint,91
numReads,numreads,100
dissOxygenUm,dissOxygen,91
dissOxygenUm,dissOxygenM,96
locuTagPrefix,ocusTagPrefix,92
lossExpressionOfMismatchRepairProteinsByIhcResult,lossExpressionOfMismatchRepairProteinsByIhc,93
pfsMonths,pfsMonth,94
sampleUniqueid,sampleunique,92
clinicalinformationDiagnosis,clinicalinformationAgeAtDiagnosis,92
sampleIpType,sampletype,91
krasGeneMutationStatus,brafGeneMutationStatus,91
tissueTyp,tissuetype,95
ajccClinicalPrimaryTumorMStage,ajccClinicalPrimaryTumorTStage,97
ajccClinicalPrimaryTumorMStage,ajccClinicalPrimaryTumorNStage,97
pcrConcentrationNgUl,concentrationNgUl,92
scanpmt,scanPmt,100
hcvab,hcvAb,100
daysPostRknInoculation,dayspostinoculation,93
osDays,osDay,91
transfectedwith,tansfectedWith,97
transfectedwith,tranfectedWith,97
dissolvedIronFeIi,dissolvedIronFeii,100
libraryprep,libraryprepid,92
predictionConfidencePValueInFcFfpe,predictionConfidencePValueInAsFfpe,94
envrionmentalSample,enviromentalSample,92
envrionmentalSample,evironmentalSample,92
envrionmentalSample,envirionmentalSample,97
envrionmentalSample,environnmentalSample,92
envrionmentalSample,enviironmentalSample,92
envrionmentalSample,envirnonmentalSample,92
envrionmentalSample,envionmentalSample,97
timetometastasis,timetometastas,93
dissOxygenMlL,dissOxygenM,92
sampleannotationGrowthMedium,sampleannotationGrowthSerum,91
pnOfTmnStagingSystem,pmOfTmnStagingSystem,95
pnOfTmnStagingSystem,ptOfTmnStagingSystem,95
barcodeAat,barcodeAact,95
genotipe,genotpe,93
affyqAregExpression,affyqEregExpression,95
adltChldTargSubfrag,adltChldTargetSubfrag,95
ageAtIfnBetaTherapyOnsetBaselineBloodSampling,ageAtGaTherapyOnsetBaselineBloodSampling,92
dcStage,cstage,92
pePcrPrimerR,pePcrPrimerF,92
devolopmetalStage,devlopmentalstage,94
devolopmetalStage,developemetalStage,91
devolopmetalStage,develpmetalStage,91
cervicalImmuneCellSubsetsPercentdcsignpositiveofmdc,cervicalImmuneCellSubsetsPercentmrpositiveofmdc,92
cervicalImmuneCellSubsetsPercentdcsignpositiveofmdc,cervicalImmuneCellSubsetsPercentdcsignpositiveofmonocytes,93
